"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",-0.0373021147981641,0.0886282128625068,0.0357570049300967,0.0148663364551882,0.0217051619106636,0.00623800888470697,0.0160957575921272,0.0227778650256429,0.0235213743473125,0.0141072813842584,0.0731178798483855,0.039387624620577,0.00779988198035815,0.0133685963151916,0.0236791987466559,0.0255653007776645,0.00797154330351633,0.0189138253406772,0.0404286798711071,0.0223572510572755,0.00928119340909985,0.0150992801954294,0.0392189917994721,0.00824247748915801
"2",0.00303227327226938,-0.0386594909238937,0.00680289493484791,0.00267723093857598,0.00390164380760344,0.0012216139954381,0.00309756620112358,0.00487150254505011,0.00457720302472,0.00278189976618642,0.0146152038117696,0.00753254920726016,0.00158288507575914,0.0025227024374282,0.004527419808123,0.00471400223650594,0.00157603974566752,0.00382309745856009,0.00846248985066682,0.00400356068334246,0.00189271277940562,0.00317045659006283,0.00703854392652397,0.00165893726096437
"3",1.9815543303289e-05,0.000110190021512994,-0.0375337912505953,0.000424046910507082,0.000381263868350383,0.000252645528956881,0.000438546847691177,0.00037153172771645,0.000702229783648591,0.000955070932065082,0.00110888747560211,0.00706707127661324,0.000273642432021494,0.000287849599124428,0.000420177777918309,0.000352478975218657,0.000561926611618845,0.000891230367135942,0.00120686970917081,0.000436622555476697,0.000149536130368407,0.00198515540608309,0.000788335849400651,0.0010947926078944
"4",6.78074426961037e-05,0.000356913436128485,0.003490136892767,-0.0714868302381506,0.000937900720831328,0.000364477328770944,0.0462231082032012,0.00148224576737428,0.0118478947405294,0.00182241585018009,0.00224307128840629,0.00326066825006642,0.000382384507076837,0.00283413933034912,0.000951414751451672,0.0007986179324103,0.00111400731187942,0.00109116024527398,0.0018849247407458,0.00113622899617455,0.000606114452852341,0.00197931454347596,0.00208278564663153,0.000952516889666096
"5",2.30429539145734e-05,0.00012106717105725,0.000730391854882959,0.000218302436520066,-0.0158062457837782,0.000105746605644419,0.000234524951734904,0.000242866554185202,0.000403821534988295,0.000317035874860278,0.00186689476821322,0.000807360320850829,0.000180722845803862,0.000185232933220536,0.00123136682956443,0.00161044243687966,0.000178236310362708,0.000444957420752327,0.000865915934507781,0.00157483267008482,9.57167096735992e-05,0.000309018267184261,0.00225734013646207,0.000171906249214304
"6",0.000279744947874516,0.00160123073202701,0.0204448077016234,0.00358354922481454,0.00446691385866263,-0.0338711424837524,0.00371220603490899,0.0074157815457396,0.00598394492802202,0.00528426287383868,0.0172904092896192,0.0227987228653853,0.00284003596209068,0.00247627300860303,0.00527908700797803,0.00433926975287254,0.00303746742091985,0.00971691273098355,0.0182236732679702,0.00332263456456302,0.00313876376128903,0.0088043565663351,0.00805828798336867,0.00387260798099395
"7",6.49547428278424e-05,0.000365362269189248,0.00319352697199032,0.040896409647135,0.000891483642069343,0.000334052906078246,-0.0707931673163851,0.00136114285892946,0.00980234807612199,0.00166954546409234,0.00225838976799304,0.00299600213706639,0.000364733698954803,0.0028604895257098,0.000905265756055201,0.000759638447318437,0.00101784141321899,0.00104251599300164,0.0017420531106686,0.00107605747397837,0.000547035895483666,0.00179413021045666,0.00197048310231754,0.00086650416625787
"8",0.00014252827160585,0.000890952583446332,0.00419506853858865,0.00203345616257873,0.00143146453634555,0.00103473387766203,0.00211053358594972,-0.0586747165785694,0.00313353702842625,0.00161309881014513,0.00460782947619786,0.00465395927792974,0.000775959471575664,0.00136830004919926,0.00162706887484961,0.00134866766455101,0.000921038244208522,0.00210780788782888,0.00435830120774896,0.00156867863759406,0.0124809242132892,0.000863352301443116,0.00280096627913698,0.00106951905529816
"9",2.70791584926754e-05,0.000154019709801995,0.0014588373222672,0.0029904755045692,0.00043791197775138,0.000153618597294408,0.00279642480315427,0.000576526531142816,-0.0293266451709277,0.000820208438844885,0.00109140194767617,0.00139878043354389,0.000178291498566038,0.000951123498553724,0.00046685301501409,0.000392128331544881,0.000460493853578523,0.00050449920266617,0.000838241171871157,0.000543887595214953,0.000232761497954572,0.000781686228250432,0.00100404153791441,0.000391117999294562
"10",2.61953898726722e-05,0.000150982520037968,0.00320016458741624,0.000741917497295991,0.000554516948614149,0.000218801194576459,0.000768210683919634,0.000478690165350306,0.00132291914232505,-0.0312141457289281,0.00137974151089203,0.00262084712153948,0.000287878343509137,0.000510193761634985,0.000555174156149003,0.000496362657172932,0.00560017391382604,0.000810347157874999,0.00117989651085115,0.000689382249688194,0.000190395897413007,0.00154073770660613,0.00127298844723474,0.0013674431122771
"11",3.0466797404527e-05,0.000177996615669629,0.000833769190616685,0.000204914590732413,0.000732736679178402,0.000160654252380567,0.000233186104497125,0.000306839742633155,0.000395016711191807,0.000309613156973495,-0.0250056456023837,0.000923640361199442,0.000239762182219461,0.000174419369609743,0.00107742853843769,0.000840771548285112,0.000175438839960509,0.000567659400088499,0.00146095657887595,0.000572092238880576,0.000123262515559114,0.000354300960232016,0.00095410116234554,0.000185076834237107
"12",1.79587663636804e-05,0.000100383501851934,0.00581448603486077,0.000325949198009463,0.000346744028241864,0.000231798684341231,0.000338500554308583,0.000339118346210443,0.0005539796206857,0.000643541948474171,0.00101068634457912,-0.033807006722026,0.000310966568756311,0.00023155374230898,0.000411160796042753,0.000320700853082321,0.000395293333850452,0.0010886443336686,0.00140321023844421,0.000396687798016402,0.000136524739996229,0.00106038555036617,0.000716043843279408,0.000593777922380016
"13",9.66066473093307e-05,0.000573022951791397,0.00611586049675251,0.00103835500039069,0.00210841896604053,0.000784380078887951,0.00111942609142103,0.00153592501646731,0.00191812605177219,0.00192019987148491,0.00712683077940363,0.00844726211405062,-0.0287154012595706,0.000820030392585774,0.00368938967344131,0.00200356241951758,0.00116697315793831,0.0152891447871229,0.0154708159920855,0.00226688934103959,0.000615078656288448,0.00203644587802555,0.00402896790969804,0.00119478797776276
"14",6.64482308987216e-05,0.000366494359104953,0.00258177500878409,0.00308848433187868,0.00086724278636549,0.000274460515303769,0.00352321000500772,0.00108690341341542,0.00410640759771944,0.0013656871400198,0.00208060247801028,0.00252425199219651,0.000329085376053941,-0.0226699753665375,0.000909143151992333,0.000862445490060989,0.000811340103752233,0.000920068391850965,0.00156041350824109,0.00109413352586074,0.000390528327389221,0.00132953084130939,0.00202904918438372,0.00068776662332877
"15",2.94743812282662e-05,0.000164714607076165,0.000943769469078048,0.000259641534074916,0.00144374343623226,0.000146527874771321,0.000279225026834013,0.000323664917063291,0.000504760534268642,0.000372156318804727,0.00321856996218055,0.00112246467379902,0.000370777389735611,0.00022767343083045,-0.018312203833359,0.00130784945494213,0.000218023878778727,0.000792005369935079,0.00144412645040773,0.00104258242620735,0.000128110784110689,0.00040251104048985,0.00171767017523918,0.000204655452118422
"16",4.27095718562466e-05,0.000230180086899727,0.00106258254732944,0.000292509490193527,0.00253422047815379,0.00016164962345642,0.000314471870456842,0.000360073576803613,0.000569023316349734,0.000446572395876857,0.00337092510341693,0.00117505370505733,0.000270245337222107,0.000289873392441673,0.00175531220752584,-0.0182361672413879,0.000251494830681854,0.00066083788909166,0.00134420820633695,0.00139171787904588,0.000142391638013695,0.000449944634641899,0.00221366696413537,0.000247195022656487
"17",4.81560137278923e-05,0.000278278042536154,0.00612551869700009,0.0014754440767865,0.00101421302078348,0.000409169718587649,0.00152366254681295,0.000889196572927762,0.00241634803545519,0.0182191493747738,0.00254349361813988,0.00523734158859544,0.000569180493382806,0.000986082949995296,0.00105811893930866,0.000909416587880743,-0.0325720662041103,0.00155735904085874,0.00225637764214081,0.00125505346587022,0.00035396817505316,0.00297539840682693,0.00231445257178522,0.0027315748205492
"18",3.59334589239507e-05,0.000212294465951109,0.00305537679380996,0.000454500930276926,0.000796274819787513,0.000411653383203239,0.00049079816585449,0.0006399745029189,0.00083254489793473,0.000829104410437866,0.00258823835674198,0.00453616617678696,0.00234522148557797,0.000351675527353242,0.00120884350722379,0.000751519534473343,0.000489779133166625,-0.0299656687397722,0.00492308037056742,0.000869205876980621,0.000256859818111696,0.000962017013584928,0.00155865953975082,0.000561194262855402
"19",3.09482005128544e-05,0.00018934230360326,0.00166709895320331,0.000316348987149236,0.000624376360222193,0.00031107527867757,0.000330451546050553,0.000533181509247993,0.000557368421490987,0.000486416412955124,0.00268398407887291,0.00235587300705002,0.000956180941965296,0.000240318900996956,0.000888123517468423,0.000615939523518183,0.000285923274816286,0.0019836411890376,-0.030198486040836,0.000621252381340522,0.000216524648172803,0.00058191820193454,0.00108475261155427,0.000318249330478674
"20",6.8732268676429e-06,3.59742994380765e-05,0.000242216426535874,7.65834162352923e-05,0.000456038564225925,2.27776329896243e-05,8.19744098724952e-05,7.7070513795901e-05,0.00014523756490743,0.000114135523385795,0.000422090052158621,0.000267469587006081,5.6266981408836e-05,6.76729311196461e-05,0.000257498665013546,0.000256105656530507,6.38699215652539e-05,0.000140651795217139,0.000249496524530279,-0.00998271405578465,3.01441682498703e-05,0.000102270082332523,0.00363190619329994,5.865956458649e-05
"21",0.00038794927681353,0.00231238153271687,0.0112790471379268,0.00555459444536035,0.00376863227613952,0.00292559018576554,0.00566614264544445,0.0833738518513531,0.00845103298574704,0.00428595070936855,0.0123651370884749,0.0125160062566377,0.00207578706645505,0.00328417319014871,0.00430208631114185,0.00356271677310752,0.00244921674786924,0.00565129065792945,0.0118231343249057,0.00409856807992347,-0.0606668965539912,0.00602150175807531,0.00730462403527545,0.00287599160602258
"22",4.72433135875137e-05,0.000289940959611597,0.0112081456858117,0.00135776782885668,0.00091073732975607,0.000614278713685026,0.00139103680447235,0.000431702092875205,0.00212443817503438,0.00259615895869195,0.0026604384829115,0.00727664515991525,0.000514443874100408,0.000836921855334925,0.00101177561903799,0.000842692003355164,0.00154106555244607,0.00158433570429175,0.00237848384941634,0.0010408554887351,0.000450731385788334,-0.0366251386202361,0.00187830679927995,0.00377198091684229
"23",2.59932191365714e-06,1.36348424036262e-05,9.42822785136322e-05,3.02645911328314e-05,0.000140924182840593,1.19094077286918e-05,3.23621162180696e-05,2.96676754870456e-05,5.78019983148453e-05,4.54366776118963e-05,0.000151759138775352,0.000104084616825818,2.1559489465032e-05,2.70556893636043e-05,9.1458847439293e-05,8.78216547067526e-05,2.53924033835944e-05,5.43744973455378e-05,9.39179286878336e-05,0.000782989594304964,1.15821820605668e-05,3.97874464498129e-05,-0.00843381394274907,2.30061164507374e-05
"24",7.08048386045246e-05,0.000416522804115163,0.0169704037081799,0.0017939256705229,0.00139098264257887,0.000741809584947695,0.00184449030914631,0.00146826920666651,0.00291837099171461,0.0063260540445714,0.00381552246546445,0.0111869707619816,0.000828661253321507,0.00118863537174191,0.00141237750727368,0.00127107324725165,0.003884276597793,0.00253745728518311,0.00357130403590293,0.00163908594791892,0.000591046510918096,0.0103559643755306,0.00298184344558015,-0.0359810846562054
