"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",-0.0162122564340112,0.0414523688239998,0.0144456409084523,0.00626407670838928,0.00884623319547137,0.00298356550428195,0.00675662664170411,0.00970166971937856,0.00580812820582834,0.0294489599883753,0.0158783781818173,0.00342126147241928,0.00564863630276598,0.00967599578804126,0.0105031403455348,0.0033909421413678,0.00779073885910953,0.0163988259760212,0.00897920025096347,0.00441227760621616,0.00629309617359121,0.0156058787759091,0.00355486131172148
"2",0.0014182268376805,-0.00988567575401727,0.000559873842135409,0.000266824748725604,0.000335027153853094,0.000191295899331296,0.00030381394975291,0.000507756571113736,0.000250415527936948,0.0011847767695967,0.000613419048985225,0.000185093941513508,0.000254376414156989,0.00039358287999296,0.000420208148379796,0.000163412507059752,0.000344888254861933,0.000710241730055082,0.000319997664168034,0.000290918380703493,0.000301465538267782,0.000536484910601075,0.000181803223704945
"3",8.00537470978911e-06,9.06856732322039e-06,-0.00169414660408789,1.52438086196014e-05,8.44581729051588e-06,2.34648843201112e-05,1.50708619711891e-05,1.50522078474088e-05,2.51183326007409e-05,1.92376765426326e-05,0.000125226633828371,1.45628380606163e-05,1.0684642710522e-05,9.75531155350526e-06,8.96155715482404e-06,2.24599120972475e-05,2.36137605699054e-05,2.43934606139619e-05,7.07862000943292e-06,1.34565176747422e-05,6.22739179184169e-05,9.85810774171984e-06,5.0222654086269e-05
"4",2.8571331190333e-05,3.55715812706204e-05,0.000125464842523978,-0.00392507268045162,3.70632627660617e-05,4.01806380659786e-05,0.00239114696344906,8.57909344844339e-05,7.95759044254957e-05,7.78653632342633e-05,0.000114400003627093,2.69900720540775e-05,0.000154415067429626,3.86105067792292e-05,3.41724395777035e-05,6.3871134747963e-05,4.7859144891409e-05,7.08303303222847e-05,3.81515202713634e-05,6.5068509151885e-05,9.64616828552355e-05,6.22129272971357e-05,6.0236429269413e-05
"5",9.39146847555506e-06,1.0395820773109e-05,1.6179755463094e-05,8.62671324108066e-06,-0.000858970671990845,1.01987905505564e-05,8.89654206600491e-06,1.07062322492999e-05,9.46948743170956e-06,3.90507386824115e-05,1.71875627043265e-05,1.026277114849e-05,7.53670063893433e-06,3.29833416887642e-05,4.66919246197733e-05,7.76011131575218e-06,1.33774406160086e-05,2.05923713928552e-05,3.11518787645606e-05,8.95499290748501e-06,1.07966808340927e-05,3.62840646929765e-05,8.49955730247155e-06
"6",0.000133798683506486,0.000250741129410659,0.0018988463783477,0.000395056929547411,0.00043081400650407,-0.00417007378447154,0.000403364064647846,0.000851386042520635,0.000531561797226619,0.00158452820978587,0.00209778202106224,0.000362138369433237,0.000275887123260932,0.000514766449989543,0.000432702327341874,0.000347069768575482,0.000979358778571887,0.00172223873914318,0.000300717100831778,0.000515641778398296,0.000930296461021834,0.000699446191821306,0.000465361728000936
"7",2.72664982299624e-05,3.58352806318741e-05,0.000109747007530717,0.0021155938997833,3.38178162457961e-05,3.62978069471432e-05,-0.00389664349855354,7.66270002834458e-05,7.02580080519081e-05,7.48222144875426e-05,0.000100371725839049,2.51668606693264e-05,0.00015132272781891,3.53046915785178e-05,3.13020609477796e-05,5.67463153692374e-05,4.40753227235835e-05,6.27040272342697e-05,3.44277805950966e-05,5.78602905475911e-05,8.45967319663756e-05,5.57392744276479e-05,5.34254215906537e-05
"8",6.07064013785816e-05,9.28639623221178e-05,0.000169958684188483,0.000117694452742337,6.31029325308622e-05,0.000118795028646821,0.000118814756752268,-0.00586128507705054,7.78006998801402e-05,0.00018099207695313,0.000184531139117077,5.83126664736979e-05,8.07973764047388e-05,7.34584577139445e-05,6.3866148411651e-05,5.70123553884499e-05,0.000102073350857494,0.00018367098947578,5.98338547325805e-05,0.00139685285138851,4.6017035723074e-05,9.64528960680119e-05,7.2518467757274e-05
"9",1.07849399638338e-05,1.35908446178089e-05,8.41642183686063e-05,3.23958748770729e-05,1.65627668410895e-05,2.20099489751358e-05,3.23279321091926e-05,2.30875068878409e-05,-0.00164441935381821,3.45836217605208e-05,6.66649098964587e-05,1.75419117791013e-05,2.2874792665831e-05,1.71736280945085e-05,1.64499726299426e-05,0.000267050666401123,2.77238797385496e-05,3.29531365232204e-05,1.64961452443977e-05,1.8602643726678e-05,6.02219783684651e-05,2.57418906923375e-05,7.32823543616768e-05
"10",1.22708084479512e-05,1.44292380748314e-05,1.44647517022292e-05,7.11334905932318e-06,1.53270066791176e-05,1.47226818437375e-05,7.72563751991468e-06,1.20524343615171e-05,7.76054371657593e-06,-0.00150565258963004,1.52262671879623e-05,1.24637538119468e-05,6.25889312324373e-06,2.36844972746217e-05,2.0338010302885e-05,6.79558850616533e-06,1.43396507050761e-05,2.77253019999711e-05,8.56853601786581e-06,1.09400078638765e-05,1.06769018943348e-05,1.0752991332631e-05,8.2617282706695e-06
