"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",-9.28876426752322,2.52859449826399,17.1614213992414,6.23902040155572,12.5085737383965,2.25855908674144,6.60798085558662,5.3844266942551,9.55437089858762,19.7308031922114,18.8793916581808,3.94129321622701,5.9932031172347,11.5821669582854,10.0515053106768,5.47298061616763,9.45016623609986,14.6605504225629,22.9059398402078,2.32527029847592,7.45102586953199,48.8776123261474,4.65331345704342
"2",0.0865118370985103,-2.53316169926168,0.646654287666398,0.272961717946293,0.487464508856252,0.136776568021876,0.285585112767735,0.243723154134593,0.386391159606711,0.734561597149952,0.705431906333009,0.194348638589184,0.264551470723269,0.455768975031848,0.403399822444604,0.246752885660226,0.382825962896746,0.561090966743514,0.84319384508277,0.13905898597627,0.314428556413296,1.73177329142027,0.218709278117049
"3",0.00951038515522947,0.0104741952583196,-1.19512468432135,0.0125304106853124,0.0160048237655276,0.0103245491008489,0.0127348783656548,0.0120568184857744,0.0143676862476238,0.0200071836043378,0.0195353548772259,0.0112570738208564,0.0123941855442055,0.0154914347469663,0.0146431843909825,0.0121058926204164,0.0143099389053627,0.0171973897328432,0.0217667565290062,0.0103615186095515,0.0132020705987044,0.0361595391966284,0.0116516557480144
"4",0.0284570458655717,0.0363897276398446,0.10313210055471,-1.55979174845923,0.0819098107129963,0.0351580583077313,0.0549963801593284,0.049415578263034,0.0684352778059263,0.114851410770538,0.11096800351828,0.042833244349821,0.0521922927912136,0.0776843396398091,0.0707027774862685,0.0498194851034111,0.0679599857458008,0.0917252777673586,0.129333653719922,0.0354623374877773,0.0588416265416937,0.247794089424491,0.0460808683911009
"5",0.0132795364244349,0.0151259192248736,0.0306606366025632,0.0190650362627883,-1.27007062481777,0.0148392402510596,0.0194567374983527,0.0181577698948126,0.0225847275246273,0.0333883815734618,0.0324844935111771,0.0166256892605538,0.0188040680941412,0.0247375062665731,0.0231125026867878,0.0182517818146491,0.0224741002348945,0.028005625094283,0.0367592169421815,0.0149100631909625,0.0203517433722647,0.0643316467006473,0.0173815946835543
"6",0.10128560341441,0.179279907528621,0.835492406472989,0.345674813353985,0.626834379463421,-2.75528612546756,0.362220930053766,0.307350361349949,0.494352471420755,0.950716925871521,0.912535179162074,0.242632707520269,0.334651080515511,0.58528945363811,0.516646578846198,0.311321582412208,0.489679389285944,0.723340270440136,1.09310666152351,0.170161786871438,0.400027478239389,2.25781230719918,0.274563419520552
"7",0.0266666352689032,0.0336851637939616,0.0927362213634556,0.0486586596950159,0.0739595641295561,0.0325954306385346,-1.52654987122771,0.045209930167233,0.0620378211098348,0.103105011563834,0.0996691237581755,0.0393861369474958,0.0476666592629567,0.0702210315496718,0.064044016699157,0.0455672912414976,0.0616173011675697,0.0826439078947675,0.11591833726369,0.0328646450310318,0.0535497313347158,0.220727526733486,0.0422595084782071
"8",0.0336920527651128,0.0445747019146166,0.136136906034975,0.0677920047795859,0.107022573572342,0.0428850053415025,0.0701007064838383,-1.65566770086312,0.0885371964635995,0.152214336717582,0.146886786737193,0.0534144024899072,0.0662538486518858,0.101225754729816,0.0916479229707192,0.0629986527042371,0.0878851550883024,0.120488169096112,0.172082166210902,0.0433024383930437,0.0753759045143953,0.334595096459933,0.0578697372703046
"9",0.0177412262405066,0.0209706732452792,0.0481419329068428,0.0278604523942827,0.0395021989159985,0.0204692525468763,0.028545564052417,0.026273582838363,-1.35717459200048,0.0529129412935968,0.0513319806202732,0.0235938713428913,0.0274040016136655,0.0377819818079187,0.034939741865998,0.0264380159737112,0.0338231332810305,0.0434981402106509,0.0588087577962778,0.0205931266054325,0.0301109891842326,0.107034781498739,0.0249160004829701
"10",0.00822144166012732,0.00894612760639546,0.0150433417703184,0.0104921898625017,0.0131045907106456,0.00883360910624249,0.0106459285024424,0.0101360972980359,0.0118736318863612,-1.16919650812058,0.0157591865395409,0.00953477166613928,0.0103897625845846,0.0127185750364719,0.0120807781199137,0.0101729959937295,0.0118302118316878,0.0140012775099854,0.0174369707963569,0.00886140636974,0.0109972089511648,0.0282588612221544,0.00983145664209671
"11",0.00860804852142717,0.00940103053127619,0.0160728601246136,0.0110927972358911,0.0139513967240699,0.00927790802992788,0.0112610245574219,0.0107031456924654,0.0126044295204845,0.0172443683778668,-1.17698976131872,0.01004514975559,0.0109807169766777,0.0135290020485338,0.0128310976895873,0.0107435218057632,0.0125569174603983,0.0149325893413785,0.0186920702330413,0.0093083249712113,0.0116454104802937,0.0305338404017696,0.0103697950032842
"12",0.0488154980602946,0.0703564852979633,0.251593631080559,0.116312540467692,0.193965065150046,0.0670119198509884,0.120882357362795,0.105727837637333,0.157375327953467,0.283417107551298,0.272871818021236,-1.92246368460866,0.113267932389167,0.182490910374815,0.163532663274049,0.106824635963718,0.156084684953702,0.220618705944701,0.322743254675621,0.0678381819046759,0.131324022061467,0.644419430058906,0.096672521309681
"13",0.0297890470448573,0.0384336338184382,0.11116568718385,0.0568762011113375,0.0880388391277787,0.0370914304223127,0.0587101086408873,0.0526284671945929,0.0733550572412534,0.123936726911651,0.119704809897386,0.0454554129482981,-1.58437091895018,0.0834341603582499,0.0758260498139489,0.0530686219656323,0.0728371109056429,0.0987351785359528,0.139718654059927,0.0374230166185261,0.0629004401030619,0.268810119572321,0.0489944894714308
"14",0.0144167548923564,0.016581587487245,0.0347956125115311,0.021200092900495,0.0290040396116181,0.0162454643460229,0.0216593517291662,0.0201363482614239,0.0253268332307032,0.037993817792766,0.0369340341233669,0.0183400262342404,0.0208941149648354,-1.29243451892486,0.0259456349621459,0.0202465746285249,0.0251971258034888,0.0316826851968036,0.0419460287191641,0.0163285022776649,0.0227087212791863,0.0742739374535912,0.0192263043657176
"15",0.0167921156908452,0.0196976160652945,0.0441433199286076,0.0258962797584034,0.0363702397980331,0.0192464930015585,0.0265126676961238,0.0244685894813643,0.0314349276903431,0.0484357472803272,0.0470133731644048,0.0220576805108802,0.0254856156688423,0.0348225780948766,-1.33878716144069,0.0246165282881074,0.0312608426459705,0.0399653472299657,0.0537401529667833,0.0193579412225659,0.0279210646445613,0.0971286122660474,0.0232471865488775
"16",0.0330622214105516,0.0435686410830915,0.131965402700193,0.0659832870220311,0.103857596307095,0.0419373598506906,0.068212173451278,0.060820694944988,0.0860112863653223,0.147487012529482,0.14234364392948,0.052102739972775,0.064498307254927,0.0982611821722104,0.0890144703990357,-1.64423430720854,0.0853817870367472,0.116857666029994,0.166667981406789,0.0423403616165686,0.0733049999867465,0.323562596307461,0.0564040471583193
