"","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46"
"74",11631.9569993204,2124.55798380926,174.30518930597,456.292872201584,754.769869937699,2056.7189072145,70.0190280924119,823.112163080446,248.819962210208,1495.31399031485,180.100689157567,885.935476395032,44.232657726482,688.339500305809,811.579734697609,406.434416404963,268.582784187792,269.818431801303,1246.06497678981,2710.81872712073,476.277542891232,2358.52286383472,712.623745958122
"75",11684.1583977516,2133.96362673362,174.370556118987,455.750495200683,759.269104289483,2061.94639697367,69.6321412967135,826.969695444347,248.421096787086,1539.79930496578,180.448637439504,886.273647420811,43.7165756432326,694.492792497059,817.598679053013,405.291599383618,267.888225502868,270.438455390418,1252.71321156688,2730.50626169277,477.278820992281,2309.59092608761,713.497810955047
"76",11736.571607181,2143.41540888293,174.439052009157,455.215429541298,763.774031833414,2067.22178875649,69.279696111326,830.849271645248,248.028084886086,1585.48609850007,180.797642451793,886.634713862651,43.2426223395644,700.686041598755,823.645099223167,404.167607174174,267.21227139274,271.066718472382,1259.31567335563,2750.25611948343,478.282484255941,2264.31268452731,714.376130355724
"77",11789.2266705716,2152.91892791503,174.511220134284,454.689215964051,768.285892525325,2072.55158230048,68.9603504444089,834.752923208778,247.641729790622,1632.40228846551,181.148214077176,887.021666688184,42.8090686287167,706.920631019522,829.72053122824,403.06377112594,266.555881613865,271.704140938102,1265.87328692077,2770.07372897173,479.289872192904,2222.45843922452,715.260766433895
"78",11842.1527802289,2162.47963291471,174.587582473834,454.173324354383,772.805870946049,2077.94209196915,68.6728294735516,838.682617245979,247.262797703292,1680.57610600186,181.500844207327,887.437392226465,42.4142621424797,713.197911831681,835.826464285914,401.981353605485,265.919971457404,272.351618321461,1272.38688054621,2789.96437926034,480.302277228084,2183.81319250592,716.153703269032
"79",11895.3783487297,2172.10283716017,174.66864135936,453.669158393709,777.335100134462,2083.39946191034,68.4159236996311,842.640261586761,246.892020295247,1730.03608191106,181.856008075975,887.884680007321,42.0566255547443,719.519205646257,841.964344567304,400.921552807802,265.30541502802,273.01002385958,1278.85719210584,2809.93323240125,481.320948192698,2148.17553227634,717.05685237573
"80",11948.9310767025,2181.79373032193,174.754880937986,453.17806003172,781.874665245959,2088.92968054171,68.1884868277055,846.627709687462,246.53009714534,1780.81103049051,182.21416553319,888.36623025606,41.7346545799213,725.885807356559,848.135578782119,399.885507359944,264.713048379798,273.68021046131,1285.28487486808,2829.9853351721,482.347093662353,2115.35656359928,717.972058085925
"81",12002.8380185506,2191.5573902898,174.846768592606,452.701313845279,786.425607097057,2094.53859459628,67.9894335192072,850.646765391354,246.177698108465,1832.9300312272,182.575762281475,888.884661164433,41.446915804333,732.298987794818,854.341537651589,398.874300791588,264.143672559948,274.363012615505,1291.6705031298,2850.12563049229,483.381885195163,2085.17887393684,718.901102771144
"82",12057.1256402701,2201.39879357512,174.944756192908,452.240150906196,790.988925279864,2100.23192147733,67.8177371258523,854.699187119505,245.835465403735,1886.42240874545,182.941230963944,889.442515292169,41.1920444371521,738.759996064103,860.583558958933,397.888965477337,263.598056290394,275.05924806894,1298.01457718123,2870.35896746329,484.426460182446,2057.47562138953,719.845711441717
"83",12111.8198691176,2211.3228242438,175.049281171537,451.79575212589,795.565580836402,2106.01525987016,67.6724275711243,858.786691473245,245.504015412435,1941.31771247386,183.310992099877,890.042265070624,40.9687421733466,745.270061537382,866.862950166682,396.930486031588,263.076938274822,275.769719266805,1304.31752758244,2890.69010999102,485.48192429966,2032.08975691413,720.8075557026
"84",12166.9461493439,2221.33428393677,175.160767733553,451.369252033071,800.156499259082,2111.89410164752,67.5525887930086,862.910957279514,245.183940700718,1997.64569024911,183.685455135584,890.686318984154,40.7757745801187,751.830396095972,873.180991350308,395.999803128281,262.581029791739,276.495214967939,1310.57971997638,2911.1237464583,486.549354259395,2008.87315657785,721.788258198709
"85",12222.529482133,2231.43789904542,175.279627725695,450.961741513614,804.76257264155,2117.87384039636,67.4573566751323,867.073628493992,244.875811476136,2055.43626432292,184.065019198977,891.37702600671,40.6119689388121,758.442195727391,879.538937296579,395.09781625188,262.111016557862,277.236511400314,1316.80145856107,2931.66449665459,487.629799788178,1987.68600382086,722.789395809612
"86",12278.5944667836,2241.63832810578,175.406261534342,450.574270651808,809.3846618988,2123.95978020609,67.3859168187891,871.27631719702,244.580177094022,2114.71950356604,184.450073878686,892.116680180813,40.4762119038387,765.106642169159,885.938019665477,394.22538654268,261.667560652733,277.994373450981,1322.98298968852,2952.31691891967,488.724285667527,1968.39616476294,723.812502949824
"87",12335.165340584,2251.94016895284,175.541058957484,450.20785150373,814.023598920412,2130.15714417358,67.3375022625424,875.52060649822,244.297567522754,2175.52559259533,184.840999980057,892.907525058164,40.3674470862664,771.824904495411,892.379449081385,393.383339564867,261.25130238737,278.769555816345,1329.12450537436,2973.08551705876,489.833813714413,1950.87859411037,724.859074773668
"88",12392.2660133366,2262.34796490645,175.684399962566,449.863460527984,818.680188440382,2136.47108175727,67.3113913287449,879.808053056176,244.028494620399,2237.88479937261,185.238170181706,893.751757550764,40.2846727396072,778.598140484477,898.864416941485,392.572467717966,260.862861926719,279.562803994791,1335.22614637243,2993.97474633132,490.959364501143,1935.01482755759,725.930569961547
"89",12449.9200995017,2272.86621052308,175.836655395034,449.542040871967,823.355209784924,2142.90667561642,67.3069055116535,884.140189428911,243.773453331261,2301.82744029175,185.641949648849,894.651531523815,40.2269394724826,785.427497886637,905.394097098134,391.793532497078,260.50284080552,280.374855207988,1341.28800507303,3014.98901902679,492.101898961968,1920.69252450566,727.028413325744
"90",12508.1509478065,2283.49935688478,175.998187634184,449.244504502338,828.049418491119,2149.46894790087,67.323407422716,888.518526243994,243.53292279667,2367.38384275768,186.052696600565,895.608961112426,40.1933480041646,792.314115586146,911.969647407705,391.04726659087,260.171823329724,281.206439245991,1347.3101282142,3036.13270960208,493.262359878922,1907.80506010681,728.153998223616
"91",12566.9816685167,2294.25181646038,176.16935120058,448.971734191563,832.763547808404,2156.16286603209,67.3602988015592,892.944554202712,243.307367387144,2434.58430520607,186.470762834783,896.626123783584,40.183046973872,799.259124665764,918.592211156958,390.334375830596,259.870377872251,282.058279241581,1353.29251942574,3057.41015941642,494.44167325684,1896.25116286755,729.308688794272
"92",12626.4351585584,2305.12796757242,176.350493319286,448.724585372793,837.498310094258,2162.99334801533,67.4170185964844,897.419745932139,243.09723766309,2503.45905448099,186.896494214685,897.705063164476,40.1952308105388,806.263649381414,925.262918377315,389.655541003638,259.599058071972,282.931092379089,1359.23514162504,3078.82568109687,495.640749597225,1885.93459534929,730.493822034415
"93",12686.5341246803,2316.13215850293,176.541954443029,448.50388787505,842.254398115553,2169.96526732195,67.4930411181512,901.945557698958,242.902971271032,2574.03820049146,187.330231120179,898.84779165788,40.22913766863,813.328808054753,931.982887057546,389.011419544586,259.358403944508,283.825590542907,1365.13791928385,3100.38356256791,496.86048508053,1876.7638738725,731.71070972891
"94",12747.301104825,2327.26871126833,176.744068739078,448.310447549738,847.032486265841,2177.08345737741,67.5878742681578,906.523430997478,242.724993781702,2646.35168808289,187.772308867753,900.056292863351,40.2840474336977,820.455713890558,938.753224264262,388.402647115742,259.148942912649,284.742480910362,1371.00074058317,3122.08807077561,498.101762665517,1868.65202361188,732.960640250074
"95",12808.7584878586,2338.54192508957,176.957164543172,448.145047798411,851.833231707775,2184.35271568607,67.7010578430834,911.154794022875,242.563719475669,2720.42924606717,188.223058101627,901.332523820839,40.3592797999302,827.645475725054,945.575027178545,387.829839087684,258.971190763375,285.682466493063,1376.82345947149,3143.94345513269,499.365453113382,1861.5163653712,734.244880238214
"96",12870.9285316817,2349.95607956051,177.181564781257,448.008451004103,856.657275443981,2191.7778075957,67.832161919362,915.841063031748,242.419552078073,2796.30033314526,188.682805156922,902.678417079529,40.4541924264162,834.899198705879,952.44938405049,387.293591922695,258.825652532731,286.646246626851,1382.60589763447,3165.95395068945,500.652415938452,1855.27833245364,735.564676166618
